Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time,Comment
2021-09-08,Hammer Strength Chest Press,Chest,60.0,10,,,,""
2021-09-08,Hammer Strength Chest Press,Chest,80.0,10,,,,""
2021-09-13,Hammer Strength Row,Back,140.0,10,,,,""
2021-09-13,Hammer Strength Row,Back,120.0,10,,,,""
2021-09-13,Hammer Strength Row,Back,100.0,10,,,,""
2021-09-13,Barbell Curl,Biceps,17.5,30,,,,""
2021-09-13,Seated Leg Press,Legs,145.0,10,,,,""
2021-09-13,Seated Leg Press,Legs,145.0,10,,,,""
2021-09-13,Seated Leg Press,Legs,145.0,10,,,,""
2021-09-13,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2021-09-13,Hammer Strength Shoulder Press,Shoulders,140.0,10,,,,""
2021-09-13,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2021-09-13,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2021-09-13,Hammer Strength Chest Press,Chest,80.0,10,,,,""
2021-09-13,Barbell Curl,Biceps,17.5,30,,,,""
2021-09-13,Seated Leg Press,Legs,145.0,10,,,,""
2021-09-13,Hammer Strength Row,Back,120.0,10,,,,""
2021-09-13,Hammer Strength Row,Back,100.0,10,,,,""
2021-09-13,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2021-09-13,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2021-09-13,Barbell Curl,Biceps,17.5,30,,,,""
2021-09-13,Torso Rotation,Abs,115.0,10,,,,""
2021-09-13,Torso Rotation,Abs,115.0,10,,,,""
2021-09-13,Torso Rotation,Abs,115.0,10,,,,""
2021-09-13,Torso Rotation,Abs,145.0,10,,,,""
2021-09-13,Torso Rotation,Abs,145.0,10,,,,""
2021-09-13,Back Extension,Back,100.0,10,,,,""
2021-09-22,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2021-09-22,Hammer Strength Chest Press,Chest,120.0,10,,,,""
2021-09-22,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2021-09-22,Hammer Strength Row,Back,180.0,5,,,,""
2021-09-22,Hammer Strength Row,Back,180.0,5,,,,""
2021-09-22,Hammer Strength Row,Back,140.0,10,,,,""
2021-09-22,Hammer Strength Row,Back,120.0,10,,,,""
2021-09-22,Hammer Strength Row,Back,100.0,10,,,,""
2021-09-22,Hammer Strength Shoulder Press,Shoulders,160.0,10,,,,""
2021-09-22,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2021-09-22,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2021-09-22,Incline Hammer Strength Chest Press,Chest,70.0,8,,,,""
2021-09-22,Torso Rotation,Abs,145.0,10,,,,""
2021-09-22,Torso Rotation,Abs,145.0,10,,,,""
2021-09-22,Torso Rotation,Abs,160.0,10,,,,""
2021-09-22,Torso Rotation,Abs,160.0,10,,,,""
2021-09-22,Torso Rotation,Abs,160.0,10,,,,""
2021-09-22,Torso Rotation,Abs,160.0,10,,,,""
2021-09-22,Back Extension,Back,100.0,10,,,,""
2021-09-22,Back Extension,Back,100.0,10,,,,""
2021-09-22,Back Extension,Back,130.0,10,,,,""
2021-10-04,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2021-10-04,Hammer Strength Chest Press,Chest,80.0,10,,,,""
2021-10-04,Hammer Strength Chest Press,Chest,60.0,10,,,,""
2021-10-04,Hammer Strength Chest Press,Chest,40.0,10,,,,""
2021-10-04,Hammer Strength Chest Press,Chest,40.0,10,,,,""
2021-10-04,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2021-10-04,Hammer Strength Shoulder Press,Shoulders,100.0,8,,,,""
2021-10-04,Hammer Strength Shoulder Press,Shoulders,80.0,10,,,,""
2021-10-04,Hammer Strength Shoulder Press,Shoulders,60.0,10,,,,""
2021-10-04,Hammer Strength Row,Back,100.0,10,,,,""
2021-10-04,Hammer Strength Row,Back,100.0,10,,,,""
2021-10-04,Hammer Strength Row,Back,80.0,10,,,,""
2021-10-04,Hammer Strength Row,Back,80.0,10,,,,""
2021-10-04,Hammer Strength Row,Back,80.0,10,,,,""
2021-10-04,Hammer Strength Row,Back,80.0,10,,,,""
2021-10-04,Hammer Strength Row,Back,100.0,10,,,,""
2021-10-04,Hammer Strength Row,Back,100.0,10,,,,""
2021-10-04,Barbell Curl,Biceps,17.5,40,,,,""
2021-10-04,Seated Leg Press,Legs,160.0,10,,,,""
2021-10-04,Seated Leg Press,Legs,145.0,10,,,,""
2021-10-04,Seated Leg Press,Legs,130.0,10,,,,""
2021-10-05,Hammer Strength Chest Press,Chest,80.0,10,,,,""
2021-10-05,Hammer Strength Chest Press,Chest,80.0,10,,,,""
2021-10-05,Hammer Strength Chest Press,Chest,80.0,10,,,,""
2021-10-05,Hammer Strength Chest Press,Chest,80.0,10,,,,""
2021-10-05,Barbell Curl,Biceps,17.5,50,,,,""
2021-10-05,Hammer Strength Abdominal Crunch,Abs,90.0,10,,,,""
2021-10-05,Hammer Strength Abdominal Crunch,Abs,90.0,10,,,,""
2021-10-05,Hammer Strength Abdominal Crunch,Abs,90.0,10,,,,""
2021-10-05,Lat Pulldown,Back,100.0,10,,,,""
2021-10-05,Seated Leg Press,Legs,145.0,10,,,,""
2021-10-05,Seated Leg Press,Legs,145.0,10,,,,""
2021-10-05,Seated Leg Press,Legs,145.0,10,,,,""
2021-10-05,Hammer Strength Row,Back,140.0,10,,,,""
2021-10-05,Hammer Strength Row,Back,120.0,10,,,,""
2021-10-05,Hammer Strength Row,Back,120.0,10,,,,""
2021-10-05,Hammer Strength Row,Back,100.0,10,,,,""
2021-10-05,Torso Rotation,Abs,145.0,10,,,,""
2021-10-05,Torso Rotation,Abs,145.0,10,,,,""
2021-10-05,Torso Rotation,Abs,145.0,10,,,,""
2021-10-05,Torso Rotation,Abs,145.0,10,,,,""
2021-10-14,Barbell Curl,Biceps,20.0,50,,,,""
2021-10-14,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2021-10-14,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2021-10-14,Hammer Strength Chest Press,Chest,80.0,10,,,,""
2021-10-14,Hammer Strength Chest Press,Chest,80.0,10,,,,""
2021-10-14,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2021-10-14,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2021-10-14,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2021-10-14,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2021-10-14,Back Extension,Back,100.0,10,,,,""
2021-10-14,Back Extension,Back,100.0,10,,,,""
2021-10-14,Back Extension,Back,100.0,10,,,,""
2021-10-14,Hammer Strength Row,Back,140.0,10,,,,""
2021-10-14,Hammer Strength Row,Back,140.0,10,,,,""
2021-10-14,Hammer Strength Row,Back,120.0,10,,,,""
2021-10-14,Hammer Strength Row,Back,120.0,10,,,,""
2021-10-14,Hammer Strength Row,Back,100.0,10,,,,""
2021-10-14,Hammer Strength Row,Back,100.0,10,,,,""
2021-10-14,Hammer Strength Abdominal Crunch,Abs,115.0,10,,,,""
2021-10-14,Hammer Strength Abdominal Crunch,Abs,130.0,10,,,,""
2021-10-14,Hammer Strength Abdominal Crunch,Abs,130.0,10,,,,""
2021-10-14,Barbell Curl,Biceps,20.0,30,,,,""
2021-10-18,Hammer Strength Chest Press,Chest,140.0,10,,,,""
2021-10-18,Hammer Strength Chest Press,Chest,120.0,10,,,,""
2021-10-18,Hammer Strength Chest Press,Chest,120.0,10,,,,""
2021-10-18,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2021-10-18,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2021-10-18,Barbell Curl,Biceps,20.0,40,,,,""
2021-10-19,Hammer Strength Chest Press,Chest,120.0,10,,,,""
2021-10-19,Hammer Strength Chest Press,Chest,120.0,10,,,,""
2021-10-19,Hammer Strength Chest Press,Chest,120.0,10,,,,""
2021-10-19,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2021-10-19,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2021-10-19,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2021-10-19,Barbell Curl,Biceps,17.5,40,,,,""
2021-10-19,Leg Extension Machine,Legs,110.0,10,,,,""
2021-10-19,Leg Extension Machine,Legs,110.0,10,,,,""
2021-10-19,Leg Extension Machine,Legs,110.0,10,,,,""
2021-10-19,Torso Rotation,Abs,130.0,10,,,,""
2021-10-19,Torso Rotation,Abs,130.0,10,,,,""
2021-10-19,Torso Rotation,Abs,130.0,10,,,,""
2021-10-19,Torso Rotation,Abs,130.0,10,,,,""
2021-10-19,Torso Rotation,Abs,130.0,10,,,,""
2021-10-19,Torso Rotation,Abs,130.0,10,,,,""
2021-10-19,Hammer Strength Row,Back,140.0,10,,,,""
2021-10-19,Hammer Strength Row,Back,140.0,10,,,,""
2021-10-19,Hammer Strength Row,Back,140.0,10,,,,""
2021-10-19,Hammer Strength Row,Back,140.0,10,,,,""
2021-10-20,Seated Leg Press,Legs,160.0,10,,,,""
2021-10-20,Seated Leg Press,Legs,160.0,10,,,,""
2021-10-20,Seated Leg Press,Legs,175.0,10,,,,""
2021-10-20,Seated Leg Press,Legs,175.0,10,,,,""
2021-10-20,Hip Abduction Inner,Legs,130.0,20,,,,""
2021-10-20,Hip Abduction Inner,Legs,130.0,20,,,,""
2021-10-20,Barbell Curl,Biceps,17.5,40,,,,""
2021-10-20,Hip Abduction Outer,Legs,175.0,20,,,,""
2021-10-20,Hip Abduction Outer,Legs,175.0,20,,,,""
2021-10-20,Seated Calf Extension,Legs,155.0,10,,,,""
2021-10-20,Seated Calf Extension,Legs,170.0,10,,,,""
2021-10-20,Seated Calf Extension,Legs,190.0,10,,,,""
2021-10-20,Barbell Curl,Biceps,17.5,30,,,,""
2021-10-20,Seated Leg Press,Legs,175.0,10,,,,""
2021-10-21,Hammer Strength Chest Press,Chest,140.0,10,,,,""
2021-10-21,Hammer Strength Chest Press,Chest,120.0,10,,,,""
2021-10-21,Hammer Strength Chest Press,Chest,120.0,10,,,,""
2021-10-21,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2021-10-21,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2021-10-21,Barbell Curl,Biceps,20.0,40,,,,""
2021-10-21,Seated Cable Row,Back,70.0,10,,,,""
2021-10-21,Seated Cable Row,Back,60.0,10,,,,""
2021-10-21,Pectoral Fly,Chest,115.0,10,,,,""
2021-10-21,Pectoral Fly,Chest,115.0,10,,,,""
2021-10-21,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2021-10-25,Hammer Strength Chest Press,Chest,120.0,10,,,,""
2021-10-25,Hammer Strength Chest Press,Chest,120.0,10,,,,""
2021-10-25,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2021-10-25,Hammer Strength Chest Press,Chest,80.0,10,,,,""
2021-10-25,Hammer Strength Shoulder Press,Shoulders,120.0,7,,,,""
2021-10-25,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2021-10-25,Barbell Curl,Biceps,25.0,24,,,,""
2021-10-25,Torso Rotation,Abs,160.0,10,,,,""
2021-10-25,Torso Rotation,Abs,160.0,10,,,,""
2021-10-25,Torso Rotation,Abs,170.0,10,,,,""
2021-10-25,Torso Rotation,Abs,170.0,10,,,,""
2021-11-21,Hammer Strength Row,Back,120.0,10,,,,""
2021-11-21,Hammer Strength Row,Back,120.0,10,,,,""
2021-11-21,Hammer Strength Row,Back,120.0,10,,,,""
2021-11-21,Hammer Strength Row,Back,120.0,10,,,,""
2021-11-21,Hammer Strength Row,Back,120.0,10,,,,""
2021-11-21,Hammer Strength Row,Back,120.0,10,,,,""
2021-11-21,Hammer Strength Row,Back,120.0,10,,,,""
2021-11-21,Hammer Strength Row,Back,120.0,10,,,,""
2021-11-21,Hammer Strength Row,Back,120.0,10,,,,""
2021-11-21,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2021-11-21,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2021-11-21,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2021-11-21,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2021-11-21,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2021-11-21,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2021-11-22,Barbell Curl,Biceps,20.0,40,,,,""
2021-11-22,Torso Rotation,Abs,170.0,20,,,,""
2021-11-22,Torso Rotation,Abs,170.0,20,,,,""
2021-11-22,Torso Rotation,Abs,170.0,10,,,,""
2021-11-22,Torso Rotation,Abs,170.0,10,,,,""
2021-11-22,Row,Back,115.0,10,,,,""
2021-11-22,Row,Back,115.0,10,,,,""
2021-11-22,Barbell Curl,Biceps,17.5,40,,,,""
2021-11-22,Seated Leg Press,Legs,220.0,10,,,,""
2021-11-22,Seated Leg Press,Legs,220.0,10,,,,""
2021-11-22,Seated Leg Press,Legs,250.0,10,,,,""
2021-11-22,Seated Leg Press,Legs,250.0,10,,,,""
2021-11-22,Barbell Curl,Biceps,17.5,20,,,,""
2021-11-22,Barbell Curl,Biceps,17.5,20,,,,""
2021-11-23,Hammer Strength Shoulder Press,Shoulders,180.0,10,,,,""
2021-11-23,Hammer Strength Shoulder Press,Shoulders,160.0,10,,,,""
2021-11-23,Hammer Strength Shoulder Press,Shoulders,140.0,8,,,,""
2021-11-23,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2021-11-23,Hammer Strength Shoulder Press,Shoulders,100.0,8,,,,""
2021-11-23,Seated Leg Curl Machine,Legs,115.0,10,,,,""
2021-11-23,Seated Leg Curl Machine,Legs,115.0,10,,,,""
2021-11-23,Seated Leg Curl Machine,Legs,115.0,10,,,,""
2021-11-23,Leg Extension Machine,Legs,130.0,10,,,,""
2021-11-23,Leg Extension Machine,Legs,130.0,10,,,,""
2021-11-23,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2021-11-23,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2021-11-23,Back Extension,Back,155.0,10,,,,""
2021-11-23,Back Extension,Back,175.0,10,,,,""
2021-11-29,Hammer Strength Row,Back,160.0,10,,,,""
2021-11-29,Hammer Strength Row,Back,140.0,10,,,,""
2021-11-29,Hammer Strength Row,Back,120.0,10,,,,""
2021-11-29,Hammer Strength Row,Back,120.0,10,,,,""
2021-11-29,Hammer Strength Row,Back,100.0,10,,,,""
2021-11-29,Hammer Strength Shoulder Press,Shoulders,140.0,10,,,,""
2021-11-29,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2021-11-29,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2021-11-29,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2021-11-29,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2021-11-29,Barbell Curl,Biceps,20.0,30,,,,""
2021-11-29,Barbell Curl,Biceps,20.0,12,,,,""
2021-11-29,Lat Pulldown,Back,120.0,10,,,,""
2021-11-29,Lat Pulldown,Back,140.0,10,,,,""
2021-11-30,Seated Leg Press,Legs,230.0,10,,,,""
2021-11-30,Seated Leg Press,Legs,260.0,10,,,,""
2021-11-30,Seated Leg Press,Legs,200.0,10,,,,""
2021-11-30,Barbell Curl,Biceps,25.0,20,,,,""
2021-11-30,Lat Pulldown,Back,180.0,10,,,,""
2021-11-30,Lat Pulldown,Back,140.0,10,,,,""
2021-11-30,Lat Pulldown,Back,100.0,10,,,,""
2021-11-30,Barbell Curl,Biceps,25.0,20,,,,""
2021-11-30,Seated Leg Press,Legs,200.0,10,,,,""
2022-02-15,Hammer Strength Row,Back,120.0,10,,,,""
2022-02-15,Hammer Strength Row,Back,120.0,10,,,,""
2022-02-15,Hammer Strength Row,Back,120.0,10,,,,""
2022-02-15,Hammer Strength Row,Back,120.0,10,,,,""
2022-02-15,Seated Leg Press,Legs,175.0,10,,,,""
2022-02-15,Seated Leg Press,Legs,175.0,10,,,,""
2022-02-15,Seated Leg Press,Legs,175.0,10,,,,""
2022-02-15,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2022-02-15,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2022-02-15,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2022-02-15,Hammer Strength Row,Back,140.0,10,,,,""
2022-02-15,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2022-02-15,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2022-02-15,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2022-02-27,Hammer Strength Row,Back,140.0,10,,,,""
2022-02-27,Hammer Strength Row,Back,140.0,10,,,,""
2022-02-27,Hammer Strength Row,Back,100.0,10,,,,""
2022-02-27,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2022-02-27,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2022-02-27,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2022-02-27,Hammer Strength Row,Back,120.0,10,,,,""
2022-02-27,Hammer Strength Row,Back,120.0,10,,,,""
2022-02-27,Hammer Strength Row,Back,120.0,10,,,,""
2022-02-27,Hammer Strength Row,Back,120.0,10,,,,""
2022-02-27,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2022-02-27,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2022-03-16,Hammer Strength Row,Back,140.0,10,,,,""
2022-03-16,Hammer Strength Row,Back,120.0,10,,,,""
2022-03-16,Hammer Strength Row,Back,100.0,10,,,,""
2022-03-16,Hammer Strength Row,Back,100.0,10,,,,""
2022-03-16,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2022-03-16,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2022-03-16,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2022-03-16,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2022-03-16,Back Extension,Back,115.0,10,,,,""
2022-03-16,Back Extension,Back,115.0,10,,,,""
2022-03-16,Back Extension,Back,115.0,10,,,,""
2022-03-16,Back Extension,Back,115.0,10,,,,""
2022-03-16,Hammer Strength Row,Back,100.0,10,,,,""
2022-03-16,Hammer Strength Row,Back,100.0,10,,,,""
2022-03-16,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2022-03-16,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2022-03-16,Hammer Strength Shoulder Press,Shoulders,100.0,10,,,,""
2022-04-05,Hammer Strength Row,Back,120.0,10,,,,""
2022-04-05,Hammer Strength Row,Back,120.0,10,,,,""
2022-04-05,Hammer Strength Row,Back,100.0,10,,,,""
2022-04-05,Hammer Strength Row,Back,100.0,10,,,,""
2022-04-05,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2022-04-05,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2022-04-05,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2022-04-05,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2022-04-06,Hammer Strength Shoulder Press,Shoulders,140.0,10,,,,""
2022-04-06,Hammer Strength Shoulder Press,Shoulders,140.0,10,,,,""
2022-04-06,Lat Pulldown,Back,120.0,10,,,,""
2022-04-06,Incline Barbell Bench Press,Chest,75.0,10,,,,""
2022-04-06,Incline Barbell Bench Press,Chest,75.0,10,,,,""
2022-04-06,Lat Pulldown,Back,120.0,10,,,,""
2022-04-06,Lat Pulldown,Back,120.0,10,,,,""
2022-04-06,Lat Pulldown,Back,120.0,10,,,,""
2022-04-06,Lat Pulldown,Back,120.0,10,,,,""
2022-04-06,Dumbbell Curl,Biceps,20.0,10,,,,""
2022-04-06,Dumbbell Curl,Biceps,20.0,10,,,,""
2022-04-06,Seated Leg Press,Legs,185.0,10,,,,""
2022-04-06,Seated Leg Press,Legs,185.0,10,,,,""
2022-04-06,Seated Leg Press,Legs,185.0,10,,,,""
2022-04-06,Seated Leg Press,Legs,185.0,10,,,,""
2022-04-06,Hammer Strength Shoulder Press,Shoulders,140.0,10,,,,""
2022-04-06,Hammer Strength Shoulder Press,Shoulders,140.0,10,,,,""
2022-04-07,Seated Leg Press,Legs,175.0,10,,,,""
2022-04-07,Seated Leg Press,Legs,175.0,10,,,,""
2022-04-07,Seated Leg Press,Legs,175.0,10,,,,""
2022-04-07,Seated Leg Press,Legs,175.0,10,,,,""
2022-04-07,Seated Leg Press,Legs,175.0,10,,,,""
2022-04-07,Seated Leg Curl Machine,Legs,130.0,10,,,,""
2022-04-07,Seated Leg Curl Machine,Legs,130.0,10,,,,""
2022-04-07,Push-Ups,Chest,200.0,20,,,,""
2022-04-07,Push-Ups,Chest,200.0,10,,,,""
2022-04-07,Push-Ups,Chest,200.0,10,,,,""
2022-04-07,Push-Ups,Chest,200.0,10,,,,""
2022-04-07,Crunch,Abs,80.0,10,,,,""
2022-04-07,Crunch,Abs,80.0,10,,,,""
2022-04-07,Crunch,Abs,80.0,10,,,,""
2022-04-07,Hammer Strength Shoulder Press,Shoulders,140.0,10,,,,""
2022-04-07,Hammer Strength Shoulder Press,Shoulders,140.0,10,,,,""
2022-04-07,Hammer Strength Shoulder Press,Shoulders,140.0,10,,,,""
2022-04-07,Push-Ups,Chest,200.0,10,,,,""
2022-04-07,Seated Leg Press,Legs,175.0,10,,,,""
2022-04-07,Seated Leg Press,Legs,175.0,10,,,,""
2022-04-07,Hammer Strength Row,Back,120.0,10,,,,""
2022-04-07,Hammer Strength Row,Back,120.0,10,,,,""
2022-04-07,Hammer Strength Row,Back,120.0,10,,,,""
2022-05-25,Hammer Strength Row,Back,140.0,10,,,,""
2022-05-25,Hammer Strength Row,Back,140.0,10,,,,""
2022-05-25,Hammer Strength Row,Back,120.0,10,,,,""
